pmid,doi,year,journal,title,substances,include,design,substance,reason,screen_method
41324012,10.1016/j.eclinm.2025.103645,2025,"{'title': 'EClinicalMedicine', 'iso_abbreviation': 'EClinicalMedicine'}",Effects of glucagon-like peptide-1 receptor agonists on alcohol consumption: a systematic review and meta-analysis.,alcohol;other,True,secondary-analysis,alcohol,Systematic review with quantitative meta-analysis of GLP-1 RAs and alcohol outcomes,LLM (title/abstract)
40358430,10.14309/ajg.0000000000003525,2025,"{'title': 'The American journal of gastroenterology', 'iso_abbreviation': 'Am J Gastroenterol'}",Glucagon-Like Peptide-1 Receptor Agonists Use Does Not Increase the Risk for Acute Pancreatitis and Is Associated With Lower Complications in Patients With Type 2 Diabetes Who Develop Acute Pancreatitis: A Multicenter Analysis.,alcohol,False,cohort,other,No addiction/reward outcome measured; pancreatic complications only,LLM (title/abstract)
40334190,10.1097/IAE.0000000000004507,2025,"{'title': 'Retina (Philadelphia, Pa.)', 'iso_abbreviation': 'Retina'}",Real-world Associations Between GLP-1 Receptor Agonist Use and Diabetic Retinopathy Accounting for Longitudinal Glycemic Control.,nicotine,False,cohort,other,No addiction/reward outcome; diabetic retinopathy endpoint only,LLM (title/abstract)
40309769,10.1172/JCI192414,2025,"{'title': 'The Journal of clinical investigation', 'iso_abbreviation': 'J Clin Invest'}",GLP-1 receptor agonists for the treatment of alcohol use disorder.,alcohol,True,secondary-analysis,alcohol,"GLP-1RA studied, alcohol consumption outcome, human data",LLM (title/abstract)
39779270,10.1136/bmjopen-2024-086454,2025,"{'title': 'BMJ open', 'iso_abbreviation': 'BMJ Open'}","Does semaglutide reduce alcohol intake in Danish patients with alcohol use disorder and comorbid obesity? Trial protocol of a randomised, double-blinded, placebo-controlled clinical trial (the SEMALCO trial).",alcohol;nicotine,True,RCT,alcohol,Protocol for RCT of semaglutide vs placebo in AUD with alcohol consumption outcomes,LLM (title/abstract)
39762910,10.1186/s12958-024-01339-y,2025,"{'title': 'Reproductive biology and endocrinology : RB&E', 'iso_abbreviation': 'Reprod Biol Endocrinol'}",Medical therapy to treat obesity and optimize fertility in women of reproductive age: a narrative review.,alcohol;nicotine;other,False,review,other,Narrative review; no addiction/reward outcomes,LLM (title/abstract)
39753939,10.1007/s13679-024-00598-5,2025,"{'title': 'Current obesity reports', 'iso_abbreviation': 'Curr Obes Rep'}",Antidepressants and Weight Gain: An Update on the Evidence and Clinical Implications.,other,False,review,other,Review article; no addiction/reward outcome,LLM (title/abstract)
41303478,10.3390/ijms262210996,2025,"{'title': 'International journal of molecular sciences', 'iso_abbreviation': 'Int J Mol Sci'}","Beyond Hunger: The Structure, Signaling, and Systemic Roles of Ghrelin.",other,False,review,other,Narrative review; no primary data reported,LLM (title/abstract)
41581262,10.1016/j.burns.2025.107848,2025,"{'title': 'Burns : journal of the International Society for Burn Injuries', 'iso_abbreviation': 'Burns'}","Glucagon-like peptide-1 receptor agonists after recent burn injury are associated with lower rates of infection, mortality, and opioid prescriptions.",other,False,cohort,opioid,"Observational study of GLP-1 RA use; opioid prescriptions are a secondary outcome, not a designed addiction/reward study",LLM (title/abstract)
41001317,10.7759/cureus.90964,2025,"{'title': 'Cureus', 'iso_abbreviation': 'Cureus'}",Glucagon-Like Peptide-1 (GLP-1) Receptor Agonist Use and Inflammatory Markers Among U.S. Adults: A National Health and Nutrition Examination Survey (NHANES)-Based Analysis.,nicotine,False,other,other,No addiction/reward outcome measured; inflammatory markers only,LLM (title/abstract)
41350683,10.1186/s13722-025-00637-z,2025,"{'title': 'Addiction science & clinical practice', 'iso_abbreviation': 'Addict Sci Clin Pract'}",The effects of glucagon-like peptide-1 receptor agonists (GLP1-RAs) on alcohol-related outcomes: a systematic review and meta-analysis.,alcohol;other,True,secondary-analysis,alcohol,Systematic review of GLP-1 RAs and alcohol outcomes in adults,LLM (title/abstract)
41036780,10.1097/ADM.0000000000001575,2025,"{'title': 'Journal of addiction medicine', 'iso_abbreviation': 'J Addict Med'}","Trends in Newly Filled GLP-1 Receptor Agonist Prescriptions for US Patients With Versus Without Comorbid Alcohol Use Disorder, 2016-2024.",alcohol;gambling,True,cohort,alcohol,Observational claims-data cohort; GLP-1RA trends in AUD comorbidity,LLM (title/abstract)
41058240,10.1111/dom.70169,2025,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}",Relative efficacy of GLP-1 and GLP-1/GIP receptor agonists in the prevention of alcohol-use disorders using a target trial emulation approach.,gambling;other,True,target-trial-emulation,alcohol,"GLP-1/GIP RAs, incident AUD diagnosis, real-world EHR cohort study",LLM (title/abstract)
41168808,10.1186/s13722-025-00618-2,2025,"{'title': 'Addiction science & clinical practice', 'iso_abbreviation': 'Addict Sci Clin Pract'}","Efficacy of the GLP-1 receptor agonist, semaglutide, in abstinence from illicit and nonprescribed opioids in an outpatient population with OUD: a randomized, double-blind, placebo-controlled clinical trial protocol.",other,False,other,opioid,Protocol-only; no data reported,LLM (title/abstract)
41178701,10.1111/dom.70267,2025,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}",Synergistic associations of metformin and GLP-1 receptor agonist use with adiposity-related cancer incidence in people living with type 2 diabetes.,gambling,False,cohort,other,No addiction/reward outcome studied,LLM (title/abstract)
41241648,10.1016/j.knee.2025.10.026,2025,"{'title': 'The Knee', 'iso_abbreviation': 'Knee'}",Association of preoperative GLP&#x2011;1 receptor agonist use with outcomes after primary total knee arthroplasty.,nicotine,False,cohort,other,No addiction/reward/consumption outcome measured,LLM (title/abstract)
41273789,10.1093/alcalc/agaf069,2025,"{'title': 'Alcohol and alcoholism (Oxford, Oxfordshire)', 'iso_abbreviation': 'Alcohol Alcohol'}",GLP-1 receptor agonists and alcohol use disorder: a systematic review.,alcohol,True,secondary-analysis,alcohol,Systematic review of RCTs reporting alcohol consumption outcomes,LLM (title/abstract)
41398454,10.1097/CRD.0000000000001145,2025,"{'title': 'Cardiology in review', 'iso_abbreviation': 'Cardiol Rev'}",Glucagon-Like Peptide-1 Receptor Agonists: A Novel Indication for Substance Use Disorders?,alcohol;nicotine;other,False,review,alcohol,Narrative review with no original human trial data,LLM (title/abstract)
41340366,10.1111/obr.70049,2025,"{'title': 'Obesity reviews : an official journal of the International Association for the Study of Obesity', 'iso_abbreviation': 'Obes Rev'}",GLP-1 Receptor Agonist Medications for Obesity and Type 2 Diabetes Treatment: A Rapid Review of Changes in Eating Behaviors and Eating Disorder Risk.,other,False,review,other,Rapid review; no addiction/reward outcome,LLM (title/abstract)
41410610,10.1097/JCP.0000000000002117,2025,"{'title': 'Journal of clinical psychopharmacology', 'iso_abbreviation': 'J Clin Psychopharmacol'}",Response of Gambling Disorder to Semaglutide.,gambling,False,other,gambling,No abstract or data reported; cannot verify study design or outcomes,LLM (title/abstract)
41443408,10.1016/j.oret.2025.12.014,2025,"{'title': 'Ophthalmology. Retina', 'iso_abbreviation': 'Ophthalmol Retina'}",Impact of Glucagon-Like Peptide-1 Receptor Agonists on Age-Related Macular Degeneration at a Tertiary Ophthalmology Center.,nicotine,False,cohort,other,No addiction/reward/consumption outcome measured,LLM (title/abstract)
41445693,10.1177/20451253251396304,2025,"{'title': 'Therapeutic advances in psychopharmacology', 'iso_abbreviation': 'Ther Adv Psychopharmacol'}",Effects of glucagon-like peptide-1 receptor agonists on psychiatric disorders: a systematic review.,alcohol;nicotine;other,False,review,multiple,Systematic review without quantified addiction outcomes,LLM (title/abstract)
41482188,10.1016/j.spinee.2025.12.019,2025,"{'title': 'The spine journal : official journal of the North American Spine Society', 'iso_abbreviation': 'Spine J'}",Glucagon-like peptide-1 receptor agonist use and perioperative outcomes after anterior cervical discectomy and fusion: a propensity-matched cohort study.,nicotine,False,cohort,other,No addiction/reward/consumption outcome measured,LLM (title/abstract)
40123107,10.1111/acer.70041,2025,"{'title': 'Alcohol, clinical & experimental research', 'iso_abbreviation': 'Alcohol Clin Exp Res (Hoboken)'}",Blood phosphatidylethanol measurements indicate GLP-1 receptor stimulation causes delayed decreases in alcohol consumption.,alcohol,True,secondary-analysis,alcohol,"RCT secondary analysis, GLP-1RA (exenatide), quantitative alcohol biomarker outcome",LLM (title/abstract)
41347181,10.1007/s40429-025-00657-4,2025,"{'title': 'Current addiction reports', 'iso_abbreviation': 'Curr Addict Rep'}",The Potential Utility of GLP-1 Receptor Agonist Medications for Addiction Treatment: A Narrative Review of Clinical and Epidemiological Evidence.,nicotine;other,False,review,multiple,Narrative review; no original quantitative data reported,LLM (title/abstract)
40141063,10.3390/ijms26062420,2025,"{'title': 'International journal of molecular sciences', 'iso_abbreviation': 'Int J Mol Sci'}",A Combined GLP-1/PPARa/CB1-Based Therapy to Restore the Central and Peripheral Metabolic Dysregulation Induced by a High-Fructose High-Fat Diet.,alcohol,False,preclinical,other,Animal study only; no addiction/reward outcome,LLM (title/abstract)
40484062,10.1016/j.jvs.2025.05.037,2025,"{'title': 'Journal of vascular surgery', 'iso_abbreviation': 'J Vasc Surg'}",Glucagon-like peptide-1 receptor agonists are associated with fewer major adverse cardiovascular and limb events in patients with moderate peripheral arterial disease.,nicotine,False,cohort,other,No addiction/reward outcome measured,LLM (title/abstract)
40048376,10.1172/JCI188314,2025,"{'title': 'The Journal of clinical investigation', 'iso_abbreviation': 'J Clin Invest'}","Glucagon-like peptide-1 receptor agonists, but not dipeptidyl peptidase-4 inhibitors, reduce alcohol intake.",alcohol;other,True,cohort,alcohol,Large VA cohort with AUDIT-C outcome; GLP-1RA studied,LLM (title/abstract)
39891507,10.1111/bcpt.70004,2025,"{'title': 'Basic & clinical pharmacology & toxicology', 'iso_abbreviation': 'Basic Clin Pharmacol Toxicol'}",Effects of GLP-1 Receptor Agonists in Alcohol Use Disorder.,alcohol,False,review,alcohol,Narrative review; no original human data reported,LLM (title/abstract)
38642103,10.1093/ibd/izae090,2025,"{'title': 'Inflammatory bowel diseases', 'iso_abbreviation': 'Inflamm Bowel Dis'}",Effectiveness and Safety of Semaglutide for Weight Loss in Patients With Inflammatory Bowel Disease and Obesity.,nicotine,False,cohort,other,"Weight-loss endpoint only, no addiction/reward outcome",LLM (title/abstract)
39780397,10.1093/ntr/ntaf005,2025,"{'title': 'Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco', 'iso_abbreviation': 'Nicotine Tob Res'}",Exploring Predictors of Treatment Response to GLP-1 Receptor Agonists for Smoking Cessation.,nicotine,True,secondary-analysis,nicotine,RCT secondary analysis; exenatide GLP-1 RA; smoking abstinence quantified,LLM (title/abstract)
39801083,10.1017/S109285292400244X,2025,"{'title': 'CNS spectrums', 'iso_abbreviation': 'CNS Spectr'}",Are glucagon-like peptide-1 receptor agonists anti-consummatory drugs?,alcohol,False,review,multiple,Narrative review; no original data reported,LLM (title/abstract)
39818408,10.1016/j.diabet.2025.101612,2025,"{'title': 'Diabetes & metabolism', 'iso_abbreviation': 'Diabetes Metab'}",Weight loss therapy and addiction: Increased risk after bariatric surgery but reduced risk with GLP-1 receptor agonists.,nicotine;other,True,secondary-analysis,multiple,Systematic review of GLP-1RA addiction outcomes in humans,LLM (title/abstract)
39535805,10.1001/jamapsychiatry.2024.3599,2025,"{'title': 'JAMA psychiatry', 'iso_abbreviation': 'JAMA Psychiatry'}",Repurposing Semaglutide and Liraglutide for Alcohol Use Disorder.,alcohol;other,True,self-controlled,alcohol,Within-individual cohort; GLP-1 RA; AUD hospitalization outcome,LLM (title/abstract)
39937469,10.1001/jamapsychiatry.2024.4789,2025,"{'title': 'JAMA psychiatry', 'iso_abbreviation': 'JAMA Psychiatry'}",Once-Weekly Semaglutide in Adults With Alcohol Use Disorder: A Randomized Clinical Trial.,alcohol;other,True,RCT,alcohol,"Phase 2 RCT, semaglutide vs placebo, quantitative alcohol consumption and craving outcomes",LLM (title/abstract)
39969054,10.1017/neu.2025.6,2025,"{'title': 'Acta neuropsychiatrica', 'iso_abbreviation': 'Acta Neuropsychiatr'}",A systematic review on the role of glucagon-like peptide-1 receptor agonists on alcohol-related behaviors: potential therapeutic strategy for alcohol use disorder.,alcohol,False,review,alcohol,Systematic review; no original quantitative data reported,LLM (title/abstract)
40037282,10.1093/eurjpc/zwaf055,2025,"{'title': 'European journal of preventive cardiology', 'iso_abbreviation': 'Eur J Prev Cardiol'}","Blood pressure changes during smoking cessation in a randomized, double-blind, placebo-controlled trial of dulaglutide treatment.",nicotine,True,secondary-analysis,nicotine,RCT secondary analysis; dulaglutide vs placebo; smoking cessation; BP outcome,LLM (title/abstract)
40042198,10.1097/BSD.0000000000001775,2025,"{'title': 'Clinical spine surgery', 'iso_abbreviation': 'Clin Spine Surg'}",Fusion Outcomes of GLP-1 Agonist Therapy in Multilevel Cervical Spinal Fusion: A Propensity-Matched Analysis.,nicotine,False,cohort,other,No addiction/reward/consumption outcome measured,LLM (title/abstract)
40042613,10.1007/s00115-025-01813-x,2025,"{'title': 'Der Nervenarzt', 'iso_abbreviation': 'Nervenarzt'}",[Glucagon-like peptide-1 receptor agonists: a new pharmacological treatment option for psychiatric illnesses?].,alcohol;nicotine;other,False,review,multiple,Narrative review; no quantitative addiction outcomes reported,LLM (title/abstract)
38507188,10.1007/s40261-024-01354-2,2024,"{'title': 'Clinical drug investigation', 'iso_abbreviation': 'Clin Drug Investig'}",Real-World Effectiveness of Once-Weekly Glucagon-Like Peptide-1 Receptor Agonists (OW GLP-1RAs) in Comparison with Dipeptidyl Peptidase-4 Inhibitors (DPP-4is) for Glycemic Control and Weight Outcomes in Type 2 Diabetes Mellitus (RELATE).,gambling,False,cohort,other,No addiction/reward outcome reported; glycemic/weight only,LLM (title/abstract)
38852583,10.1159/000539371,2024,"{'title': 'Obesity facts', 'iso_abbreviation': 'Obes Facts'}",EASL-EASD-EASO Clinical Practice Guidelines on the Management of Metabolic Dysfunction-Associated Steatotic Liver Disease (MASLD).,alcohol,False,review,other,"Guideline document, no addiction/reward outcome",LLM (title/abstract)
38851997,10.1016/j.jhep.2024.04.031,2024,"{'title': 'Journal of hepatology', 'iso_abbreviation': 'J Hepatol'}",EASL-EASD-EASO Clinical Practice Guidelines on the management of metabolic dysfunction-associated steatotic liver disease (MASLD).,alcohol,False,review,other,Clinical guideline; no addiction/reward outcome studied,LLM (title/abstract)
38806481,10.1038/s41467-024-48780-6,2024,"{'title': 'Nature communications', 'iso_abbreviation': 'Nat Commun'}",Associations of semaglutide with incidence and recurrence of alcohol use disorder in real-world population.,alcohol,True,cohort,alcohol,Semaglutide vs comparator; AUD incidence/recurrence outcomes,LLM (title/abstract)
38710803,10.1038/s41366-024-01529-z,2024,"{'title': 'International journal of obesity (2005)', 'iso_abbreviation': 'Int J Obes (Lond)'}",Obesity pharmacotherapy in older adults: a narrative review of evidence.,gambling,False,review,other,Narrative review; no addiction/reward outcome reported,LLM (title/abstract)
38663460,10.1016/j.physbeh.2024.114565,2024,"{'title': 'Physiology & behavior', 'iso_abbreviation': 'Physiol Behav'}",Targeting GLP-1 receptors to reduce nicotine use disorder: Preclinical and clinical evidence.,nicotine,False,review,nicotine,Narrative review; no quantitative human data reported,LLM (title/abstract)
38639975,10.1001/jama.2024.1017,2024,"{'title': 'JAMA', 'iso_abbreviation': 'JAMA'}","Could GLP-1 Receptor Agonists Like Semaglutide Treat Addiction, Alzheimer Disease, and Other Conditions?",nicotine;other,False,review,multiple,No abstract/data; speculative review only,LLM (title/abstract)
38606899,10.1080/14728214.2024.2342951,2024,"{'title': 'Expert opinion on emerging drugs', 'iso_abbreviation': 'Expert Opin Emerg Drugs'}",Emerging drugs in phase II and III clinical development for the treatment of alcohol use disorder.,alcohol;other,False,review,alcohol,Narrative review; no original trial data reported,LLM (title/abstract)
38486046,10.1038/s41380-024-02498-5,2024,"{'title': 'Molecular psychiatry', 'iso_abbreviation': 'Mol Psychiatry'}",Association of semaglutide with reduced incidence and relapse of cannabis use disorder in real-world populations: a retrospective cohort study.,alcohol;nicotine;other,True,cohort,cannabis,"Retrospective cohort, semaglutide vs comparators, incident/recurrent CUD outcomes",LLM (title/abstract)
38504284,10.1186/s12933-024-02180-8,2024,"{'title': 'Cardiovascular diabetology', 'iso_abbreviation': 'Cardiovasc Diabetol'}","CVOT Summit Report 2023: new cardiovascular, kidney, and metabolic outcomes.",gambling,False,review,other,"Congress report, no primary addiction/reward data",LLM (title/abstract)
38417775,10.1016/j.phrs.2024.107119,2024,"{'title': 'Pharmacological research', 'iso_abbreviation': 'Pharmacol Res'}",Bioenergetic dysfunction in the pathogenesis of intervertebral disc degeneration.,nicotine,False,review,other,Review article; no addiction/reward outcome studied,LLM (title/abstract)
39764175,10.1016/j.eclinm.2024.102726,2024,"{'title': 'EClinicalMedicine', 'iso_abbreviation': 'EClinicalMedicine'}",12-month neurological and psychiatric outcomes of semaglutide use for type 2 diabetes: a propensity-score matched cohort study.,alcohol;nicotine,False,cohort,multiple,No addiction/reward outcome quantified; neuropsychiatric screening only,LLM (title/abstract)
38194519,10.2337/dc23-1332,2024,"{'title': 'Diabetes care', 'iso_abbreviation': 'Diabetes Care'}","Comparative Effects of Randomized Second-line Therapy for Type 2 Diabetes on a Composite Outcome Incorporating Glycemic Control, Body Weight, and Hypoglycemia: An Analysis of the Glycemia Reduction Approaches in Diabetes: A Comparative Effectiveness Study (GRADE).",gambling,False,secondary-analysis,other,No addiction/reward outcome; diabetes management only,LLM (title/abstract)
39086032,10.1111/dom.15817,2024,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}",Estimated glomerular filtration rate slope and risk of primary and secondary major adverse cardiovascular events and heart failure hospitalization in people with type 2 diabetes: An analysis of the EXSCEL trial.,nicotine,False,secondary-analysis,other,GLP-1 RA studied but no addiction/reward outcome,LLM (title/abstract)
39082206,10.1111/dom.15802,2024,"{'title': 'Diabetes, obesity & metabolism', 'iso_abbreviation': 'Diabetes Obes Metab'}","Effect of oral semaglutide on energy intake, appetite, control of eating and gastric emptying in adults living with obesity: A randomized controlled trial.",other,False,RCT,other,"Weight/appetite study, no addiction outcome",LLM (title/abstract)
39074369,10.7326/M23-2718,2024,"{'title': 'Annals of internal medicine', 'iso_abbreviation': 'Ann Intern Med'}",Association of Semaglutide With Tobacco Use Disorder in Patients With Type 2 Diabetes : Target Trial Emulation Using Real-World Data.,nicotine,True,target-trial-emulation,nicotine,"Semaglutide vs antidiabetes drugs, TUD outcomes in adults",LLM (title/abstract)
39061093,10.1186/s13722-024-00481-7,2024,"{'title': 'Addiction science & clinical practice', 'iso_abbreviation': 'Addict Sci Clin Pract'}","Ecological momentary assessment and cue-elicited drug craving as primary endpoints: study protocol for a randomized, double-blind, placebo-controlled clinical trial testing the efficacy of a GLP-1 receptor agonist in opioid use disorder.",alcohol;nicotine;other,True,RCT,opioid,GLP-1RA (liraglutide) RCT with craving endpoints in OUD,LLM (title/abstract)
38928616,10.3390/brainsci14060617,2024,"{'title': 'Brain sciences', 'iso_abbreviation': 'Brain Sci'}","Exploring the Potential Impact of GLP-1 Receptor Agonists on Substance Use, Compulsive Behavior, and Libido: Insights from Social Media Using a Mixed-Methods Approach.",alcohol;nicotine;other,False,other,multiple,"Social media thematic analysis, not designed human study",LLM (title/abstract)
38869512,10.1007/s00125-024-06196-3,2024,"{'title': 'Diabetologia', 'iso_abbreviation': 'Diabetologia'}",EASL-EASD-EASO Clinical Practice Guidelines on the management of metabolic dysfunction-associated steatotic liver disease (MASLD): Executive Summary.,alcohol,False,review,other,Clinical guideline; no addiction/reward outcome studied,LLM (title/abstract)
39086405,10.18502/ijph.v53i7.16050,2024,"{'title': 'Iranian journal of public health', 'iso_abbreviation': 'Iran J Public Health'}",Correlation Study of Glucagon-Like Peptide-1 Receptor Agonists (GLP-1RAs) on Diabetic Patients with Hypertension.,nicotine,False,cohort,other,No addiction/reward/craving outcome reported,LLM (title/abstract)
39529123,10.1186/s12991-024-00527-9,2024,"{'title': 'Annals of general psychiatry', 'iso_abbreviation': 'Ann Gen Psychiatry'}",Glucagon-like peptide-1 receptor agonists (GLP-1RAs) as treatment for nicotine cessation in psychiatric populations: a systematic review.,nicotine;other,False,review,nicotine,Systematic review; no original quantitative human data,LLM (title/abstract)
39415416,10.1111/add.16679,2024,"{'title': 'Addiction (Abingdon, England)', 'iso_abbreviation': 'Addiction'}",The association between glucose-dependent insulinotropic polypeptide and/or glucagon-like peptide-1 receptor agonist prescriptions and substance-related outcomes in patients with opioid and alcohol use disorders: A real-world data analysis.,alcohol;other,True,cohort,multiple,Real-world cohort; GLP-1 RA; opioid overdose and alcohol intoxication outcomes,LLM (title/abstract)
39959894,10.1227/neuprac.0000000000000098,2024,"{'title': 'Neurosurgery practice', 'iso_abbreviation': 'Neurosurg Pract'}",GLP-1 Receptor Agonists: Beyond Diabetes-What the Neurosurgeon Needs to Know.,other,False,review,multiple,Narrative review; no quantitative addiction outcome data reported,LLM (title/abstract)
39764544,10.1016/j.eclinm.2024.102920,2024,"{'title': 'EClinicalMedicine', 'iso_abbreviation': 'EClinicalMedicine'}",Association between glucagon-like peptide-1 receptor agonists use and change in alcohol consumption: a systematic review.,alcohol,True,secondary-analysis,alcohol,Systematic review of GLP-1 RAs and alcohol consumption with quantitative outcomes,LLM (title/abstract)
40486798,10.1016/j.jseint.2024.10.006,2024,"{'title': 'JSES international', 'iso_abbreviation': 'JSES Int'}",Improved total shoulder arthroplasty outcomes associated with semaglutide utilization in patients with type II diabetes: a promising new addition to preoperative optimization.,nicotine,False,other,other,No addiction/reward outcome measured,LLM (title/abstract)
39743126,10.1016/j.pcad.2024.12.010,2024,"{'title': 'Progress in cardiovascular diseases', 'iso_abbreviation': 'Prog Cardiovasc Dis'}","Anti-consumption agents: Tirzepatide and semaglutide for treating obesity-related diseases and addictions, and improving life expectancy.",alcohol;nicotine;other,False,review,multiple,Narrative review; no quantitative addiction outcomes reported,LLM (title/abstract)
39594606,10.3390/cells13221857,2024,"{'title': 'Cells', 'iso_abbreviation': 'Cells'}",Semaglutide Ameliorates Diabetic Neuropathic Pain by Inhibiting Neuroinflammation in the Spinal Cord.,other,False,preclinical,other,Preclinical animal study only; no human data,LLM (title/abstract)
39096466,10.1007/s40263-024-01111-1,2024,"{'title': 'CNS drugs', 'iso_abbreviation': 'CNS Drugs'}",Pharmacological Treatment of Binge Eating Disorder and Frequent Comorbid Diseases.,alcohol;nicotine,False,review,multiple,Narrative review; no quantitative addiction outcome data,LLM (title/abstract)
39490542,10.1016/j.arthro.2024.09.057,2024,"{'title': 'Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association', 'iso_abbreviation': 'Arthroscopy'}",Lower Risk of Postoperative Complications and Rotator Cuff Retear Associated With Semaglutide Use in Patients with Type II Diabetes Mellitus Undergoing Arthroscopic Rotator Cuff Repair.,nicotine,False,secondary-analysis,other,No addiction/reward/consumption outcome reported,LLM (title/abstract)
39429379,10.7759/cureus.69704,2024,"{'title': 'Cureus', 'iso_abbreviation': 'Cureus'}",Semaglutide-Induced Acute Pancreatitis Leading to Death After Four Years of Use.,alcohol,False,other,other,Case report; no addiction/reward outcome,LLM (title/abstract)
39429118,10.1080/17512433.2024.2418398,2024,"{'title': 'Expert review of clinical pharmacology', 'iso_abbreviation': 'Expert Rev Clin Pharmacol'}",Semaglutide and smoking cessation in individuals with type 2 diabetes mellitus: there is no smoke without fire!,nicotine,True,secondary-analysis,nicotine,Secondary analysis of semaglutide and smoking cessation outcomes,LLM (title/abstract)
39335551,10.3390/biomedicines12092039,2024,"{'title': 'Biomedicines', 'iso_abbreviation': 'Biomedicines'}",Modern Challenges in Type 2 Diabetes: Balancing New Medications with Multifactorial Care.,nicotine,False,review,other,Narrative review; no addiction/reward outcome data,LLM (title/abstract)
39320894,10.1001/jamanetworkopen.2024.35247,2024,"{'title': 'JAMA network open', 'iso_abbreviation': 'JAMA Netw Open'}",Semaglutide and Opioid Overdose Risk in Patients With Type 2 Diabetes and Opioid Use Disorder.,alcohol,False,other,opioid,No abstract available; cannot verify study design or quantitative addiction outcome,LLM (title/abstract)
39288591,10.1016/j.drugalcdep.2024.112424,2024,"{'title': 'Drug and alcohol dependence', 'iso_abbreviation': 'Drug Alcohol Depend'}",Potential role of glucagon-like peptide-1 (GLP-1) receptor agonists in substance use disorder: A systematic review of randomized trials.,alcohol;nicotine;other,True,secondary-analysis,multiple,Systematic review of trials; GLP-1RA; addiction outcomes reported,LLM (title/abstract)
39246719,10.1016/j.eclinm.2024.102777,2024,"{'title': 'EClinicalMedicine', 'iso_abbreviation': 'EClinicalMedicine'}",Incidence of new onset type 2 diabetes in adults living with obesity treated with tirzepatide or semaglutide: real world evidence from an international retrospective cohort study.,gambling,True,cohort,other,"Retrospective cohort, GLP-1 RA (tirzepatide/semaglutide), quantitative metabolic outcomes",LLM (title/abstract)
39232425,10.1016/j.ebiom.2024.105284,2024,"{'title': 'EBioMedicine', 'iso_abbreviation': 'EBioMedicine'}","Effects of the glucagon-like peptide-1 receptor agonist dulaglutide on sexuality in healthy men: a randomised, double-blind, placebo-controlled crossover study.",other,False,RCT,other,No addiction/reward/consumption outcome reported,LLM (title/abstract)
39225090,10.1172/JCI178239,2024,"{'title': 'The Journal of clinical investigation', 'iso_abbreviation': 'J Clin Invest'}",GLP-1R-positive neurons in the lateral septum mediate the anorectic and weight-lowering effects of liraglutide in mice.,other,False,preclinical,other,"Preclinical mouse study, no addiction/reward outcome",LLM (title/abstract)
39167395,10.1001/jamapsychiatry.2024.2412,2024,"{'title': 'JAMA psychiatry', 'iso_abbreviation': 'JAMA Psychiatry'}",Semaglutide in Psychiatry-Opportunities and Challenges.,other,False,review,other,No abstract; cannot verify addiction/reward outcome,LLM (title/abstract)
39163055,10.59556/japi.72.0621,2024,"{'title': 'The Journal of the Association of Physicians of India', 'iso_abbreviation': 'J Assoc Physicians India'}",Nonarteritic Anterior Ischemic Optic Neuropathy and Semaglutide: What is This All About?,nicotine,False,review,other,"Editorial/narrative review, no addiction/reward outcome",LLM (title/abstract)
39150432,10.1097/MCO.0000000000001064,2024,"{'title': 'Current opinion in clinical nutrition and metabolic care', 'iso_abbreviation': 'Curr Opin Clin Nutr Metab Care'}",Energy balance and obesity: the emerging role of glucagon like peptide-1 receptor agonists.,other,False,review,other,Narrative review; no addiction/reward outcome,LLM (title/abstract)
37701904,10.3389/fendo.2023.1244432,2023,"{'title': 'Frontiers in endocrinology', 'iso_abbreviation': 'Front Endocrinol (Lausanne)'}",Comparison of the efficacy and safety of 10 glucagon-like peptide-1 receptor agonists as add-on to metformin in patients with type 2 diabetes: a systematic review.,alcohol,False,secondary-analysis,other,No addiction/reward/consumption outcome reported,LLM (title/abstract)
36720576,10.1136/bmjopen-2022-068652,2023,"{'title': 'BMJ open', 'iso_abbreviation': 'BMJ Open'}","Effect of the GLP-1 receptor agonist semaglutide on metabolic disturbances in clozapine-treated or olanzapine-treated patients with a schizophrenia spectrum disorder: study protocol of a placebo-controlled, randomised clinical trial (SemaPsychiatry).",alcohol;nicotine,False,RCT,other,Protocol-only; no addiction/reward outcome data reported,LLM (title/abstract)
36699502,10.3389/fpsyt.2022.1092828,2023,"{'title': 'Frontiers in psychiatry', 'iso_abbreviation': 'Front Psychiatry'}","Insight into the role of the gut-brain axis in alcohol-related responses: Emphasis on GLP-1, amylin, and ghrelin.",alcohol;other,False,review,alcohol,Narrative review; no new quantitative human data reported,LLM (title/abstract)
37579116,10.1097/ADM.0000000000001147,2023,"{'title': 'Journal of addiction medicine', 'iso_abbreviation': 'J Addict Med'}","Feasibility of Exenatide, a GLP-1R Agonist, for Treating Cocaine Use Disorder: A Case Series Study.",other,True,single-arm,stimulant,"GLP-1RA, cocaine addiction, quantitative outcomes reported",LLM (title/abstract)
